model,numa,system,stage,threads,repeat,thread_id,numa_domain,compute_us,barrier_us
qwen4b,8n,fj,decode,192,3,182,7,1352633.3,418298.3
qwen4b,8n,fj,decode,192,3,183,7,1115098.8,655811.6
qwen4b,8n,fj,decode,192,3,184,7,863682.7,907671.5
qwen4b,8n,fj,decode,192,3,185,7,1099968.8,670588.3
qwen4b,8n,fj,decode,192,3,186,7,860031.0,910995.5
qwen4b,8n,fj,decode,192,3,187,7,858015.1,912992.5
qwen4b,8n,fj,decode,192,3,188,7,785324.8,985804.5
qwen4b,8n,fj,decode,192,3,189,7,877750.1,893302.5
qwen4b,8n,fj,decode,192,3,190,7,771424.7,1000634.8
qwen4b,8n,fj,decode,192,3,191,7,470759.8,1301134.1
