model,numa,system,stage,threads,repeat,thread_id,numa_domain,compute_us,barrier_us
qwen4b,8n,fj,decode,192,2,130,5,1529406.7,195277.5
qwen4b,8n,fj,decode,192,2,131,5,1358914.0,365776.7
qwen4b,8n,fj,decode,192,2,132,5,1494448.1,230110.6
qwen4b,8n,fj,decode,192,2,133,5,1448627.0,275886.0
qwen4b,8n,fj,decode,192,2,134,5,1352600.9,372241.0
qwen4b,8n,fj,decode,192,2,135,5,1419315.6,305355.8
qwen4b,8n,fj,decode,192,2,136,5,1250218.3,475058.8
qwen4b,8n,fj,decode,192,2,137,5,1541869.0,182864.5
qwen4b,8n,fj,decode,192,2,138,5,1354120.8,370574.7
qwen4b,8n,fj,decode,192,2,139,5,1378545.2,346092.7
qwen4b,8n,fj,decode,192,2,140,5,1137351.9,588349.7
qwen4b,8n,fj,decode,192,2,141,5,1400529.7,324030.2
qwen4b,8n,fj,decode,192,2,142,5,1485997.0,238669.0
qwen4b,8n,fj,decode,192,2,143,5,1531345.8,193371.5
qwen4b,8n,fj,decode,192,2,144,6,1137066.9,588553.8
qwen4b,8n,fj,decode,192,2,145,6,1433020.9,291810.7
qwen4b,8n,fj,decode,192,2,146,6,1368362.3,356290.0
qwen4b,8n,fj,decode,192,2,147,6,1499356.8,225098.3
qwen4b,8n,fj,decode,192,2,148,6,1475107.2,249340.5
qwen4b,8n,fj,decode,192,2,149,6,1553347.0,171264.1
qwen4b,8n,fj,decode,192,2,150,6,1488052.9,236346.0
qwen4b,8n,fj,decode,192,2,151,6,1454484.8,269969.3
qwen4b,8n,fj,decode,192,2,152,6,1290933.0,433819.3
qwen4b,8n,fj,decode,192,2,153,6,1393372.6,330948.6
qwen4b,8n,fj,decode,192,2,154,6,1389637.2,334745.4
qwen4b,8n,fj,decode,192,2,155,6,1443460.6,280973.1
qwen4b,8n,fj,decode,192,2,156,6,1537212.4,187081.5
qwen4b,8n,fj,decode,192,2,157,6,1367631.0,356828.8
qwen4b,8n,fj,decode,192,2,158,6,1481229.5,243340.3
qwen4b,8n,fj,decode,192,2,159,6,1493397.2,231056.1
qwen4b,8n,fj,decode,192,2,160,6,1484461.3,240202.9
qwen4b,8n,fj,decode,192,2,161,6,1408730.9,315670.7
qwen4b,8n,fj,decode,192,2,162,6,1478202.1,246332.6
qwen4b,8n,fj,decode,192,2,163,6,1533469.1,191182.5
qwen4b,8n,fj,decode,192,2,164,6,1161370.3,564231.0
qwen4b,8n,fj,decode,192,2,165,6,1458842.3,266421.4
qwen4b,8n,fj,decode,192,2,166,6,1497409.1,227322.1
qwen4b,8n,fj,decode,192,2,167,6,1448222.3,276629.3
qwen4b,8n,fj,decode,192,2,168,7,1335049.2,389908.7
qwen4b,8n,fj,decode,192,2,169,7,1421848.9,303182.7
qwen4b,8n,fj,decode,192,2,170,7,1377478.8,347586.1
qwen4b,8n,fj,decode,192,2,171,7,1349347.9,376027.1
qwen4b,8n,fj,decode,192,2,172,7,1140497.7,585197.7
qwen4b,8n,fj,decode,192,2,173,7,1346950.0,378358.5
qwen4b,8n,fj,decode,192,2,174,7,1348954.9,376414.2
qwen4b,8n,fj,decode,192,2,175,7,1257776.5,467561.6
qwen4b,8n,fj,decode,192,2,176,7,1328451.0,397168.4
qwen4b,8n,fj,decode,192,2,177,7,1285129.6,439821.0
qwen4b,8n,fj,decode,192,2,178,7,1257610.2,467081.3
qwen4b,8n,fj,decode,192,2,179,7,1392923.5,332234.1
qwen4b,8n,fj,decode,192,2,180,7,1074914.8,650983.6
qwen4b,8n,fj,decode,192,2,181,7,1320050.4,405066.1
qwen4b,8n,fj,decode,192,2,182,7,1333641.8,391788.6
qwen4b,8n,fj,decode,192,2,183,7,1081517.0,643595.5
qwen4b,8n,fj,decode,192,2,184,7,1067867.8,657013.4
qwen4b,8n,fj,decode,192,2,185,7,1150245.5,575292.7
qwen4b,8n,fj,decode,192,2,186,7,939400.6,785673.3
qwen4b,8n,fj,decode,192,2,187,7,888876.5,836590.7
qwen4b,8n,fj,decode,192,2,188,7,661678.9,1064052.8
qwen4b,8n,fj,decode,192,2,189,7,768118.2,957187.0
qwen4b,8n,fj,decode,192,2,190,7,852155.6,874583.1
qwen4b,8n,fj,decode,192,2,191,7,482100.6,1244282.4
qwen4b,8n,fj,decode,192,3,0,0,1494359.6,293208.2
qwen4b,8n,fj,decode,192,3,1,0,1293101.6,494949.4
qwen4b,8n,fj,decode,192,3,2,0,1502247.5,285714.5
qwen4b,8n,fj,decode,192,3,3,0,1152263.7,636783.9
qwen4b,8n,fj,decode,192,3,4,0,1435041.3,352823.8
qwen4b,8n,fj,decode,192,3,5,0,1139653.6,649518.2
qwen4b,8n,fj,decode,192,3,6,0,1132372.8,657130.2
qwen4b,8n,fj,decode,192,3,7,0,1153694.8,635816.4
qwen4b,8n,fj,decode,192,3,8,0,1145968.3,643568.4
qwen4b,8n,fj,decode,192,3,9,0,1146182.9,643399.3
qwen4b,8n,fj,decode,192,3,10,0,1153751.4,635625.9
qwen4b,8n,fj,decode,192,3,11,0,1360575.5,427537.8
qwen4b,8n,fj,decode,192,3,12,0,1353970.8,434035.2
qwen4b,8n,fj,decode,192,3,13,0,1323710.8,464220.5
qwen4b,8n,fj,decode,192,3,14,0,1564872.7,223427.7
qwen4b,8n,fj,decode,192,3,15,0,1291468.8,495895.1
qwen4b,8n,fj,decode,192,3,16,0,1576091.6,211517.1
qwen4b,8n,fj,decode,192,3,17,0,1589112.8,198866.3
qwen4b,8n,fj,decode,192,3,18,0,1541660.8,245906.2
qwen4b,8n,fj,decode,192,3,19,0,1551700.8,235797.2
qwen4b,8n,fj,decode,192,3,20,0,1577357.3,210531.3
qwen4b,8n,fj,decode,192,3,21,0,1504769.9,282712.1
qwen4b,8n,fj,decode,192,3,22,0,1289041.5,498428.5
qwen4b,8n,fj,decode,192,3,23,0,1584651.3,203288.1
qwen4b,8n,fj,decode,192,3,24,1,1593378.2,194461.4
qwen4b,8n,fj,decode,192,3,25,1,1502992.3,284698.7
qwen4b,8n,fj,decode,192,3,26,1,1497988.0,289672.1
qwen4b,8n,fj,decode,192,3,27,1,1554342.6,233245.5
qwen4b,8n,fj,decode,192,3,28,1,1574308.9,213403.8
qwen4b,8n,fj,decode,192,3,29,1,1550540.4,236781.6
qwen4b,8n,fj,decode,192,3,30,1,1399043.2,388557.7
qwen4b,8n,fj,decode,192,3,31,1,1573669.5,214014.6
qwen4b,8n,fj,decode,192,3,32,1,1589022.5,198858.7
qwen4b,8n,fj,decode,192,3,33,1,1348546.4,438975.2
qwen4b,8n,fj,decode,192,3,34,1,1567858.7,219806.1
qwen4b,8n,fj,decode,192,3,35,1,1547904.9,240703.8
qwen4b,8n,fj,decode,192,3,36,1,1521638.6,266087.9
qwen4b,8n,fj,decode,192,3,37,1,1533741.6,254884.7
qwen4b,8n,fj,decode,192,3,38,1,1543005.9,245812.8
qwen4b,8n,fj,decode,192,3,39,1,1528921.4,258939.5
qwen4b,8n,fj,decode,192,3,40,1,1560393.7,227491.3
qwen4b,8n,fj,decode,192,3,41,1,1544726.5,244033.7
qwen4b,8n,fj,decode,192,3,42,1,1539353.0,248348.2
qwen4b,8n,fj,decode,192,3,43,1,1503903.7,284030.2
qwen4b,8n,fj,decode,192,3,44,1,1152013.7,637148.9
qwen4b,8n,fj,decode,192,3,45,1,1535617.4,253130.3
qwen4b,8n,fj,decode,192,3,46,1,1538412.2,249477.7
qwen4b,8n,fj,decode,192,3,47,1,1333707.7,453843.6
qwen4b,8n,fj,decode,192,3,48,2,1156228.1,632663.4
qwen4b,8n,fj,decode,192,3,49,2,1547174.1,241228.0
qwen4b,8n,fj,decode,192,3,50,2,1529724.7,258141.0
qwen4b,8n,fj,decode,192,3,51,2,1583717.0,204159.8
qwen4b,8n,fj,decode,192,3,52,2,1137348.6,651649.5
qwen4b,8n,fj,decode,192,3,53,2,1336696.1,450991.4
qwen4b,8n,fj,decode,192,3,54,2,1528672.7,259282.6
qwen4b,8n,fj,decode,192,3,55,2,1434973.8,352748.2
qwen4b,8n,fj,decode,192,3,56,2,1574746.8,213378.9
qwen4b,8n,fj,decode,192,3,57,2,1288846.4,498838.1
qwen4b,8n,fj,decode,192,3,58,2,1519446.8,268406.4
qwen4b,8n,fj,decode,192,3,59,2,1497291.7,290304.7
qwen4b,8n,fj,decode,192,3,60,2,1579437.8,208674.2
qwen4b,8n,fj,decode,192,3,61,2,1543300.8,245237.2
qwen4b,8n,fj,decode,192,3,62,2,1532838.1,255134.9
qwen4b,8n,fj,decode,192,3,63,2,1559516.9,228446.0
qwen4b,8n,fj,decode,192,3,64,2,1482821.1,305233.0
qwen4b,8n,fj,decode,192,3,65,2,1547893.6,240944.9
qwen4b,8n,fj,decode,192,3,66,2,1286415.5,501319.1
qwen4b,8n,fj,decode,192,3,67,2,1550215.2,237728.8
qwen4b,8n,fj,decode,192,3,68,2,1327643.3,460125.0
qwen4b,8n,fj,decode,192,3,69,2,1540309.7,248455.4
qwen4b,8n,fj,decode,192,3,70,2,1586990.6,200849.9
qwen4b,8n,fj,decode,192,3,71,2,1567289.6,220276.0
qwen4b,8n,fj,decode,192,3,72,3,1520523.2,267055.3
qwen4b,8n,fj,decode,192,3,73,3,1552938.1,235397.6
qwen4b,8n,fj,decode,192,3,74,3,1291648.0,495554.6
qwen4b,8n,fj,decode,192,3,75,3,1495987.8,291618.6
qwen4b,8n,fj,decode,192,3,76,3,1494298.3,292993.8
qwen4b,8n,fj,decode,192,3,77,3,1536934.2,251287.9
qwen4b,8n,fj,decode,192,3,78,3,1497885.3,289932.3
qwen4b,8n,fj,decode,192,3,79,3,1540511.5,247297.9
qwen4b,8n,fj,decode,192,3,80,3,1113819.3,675161.6
qwen4b,8n,fj,decode,192,3,81,3,1558127.0,230574.9
qwen4b,8n,fj,decode,192,3,82,3,1580713.7,207292.9
qwen4b,8n,fj,decode,192,3,83,3,1504584.1,282705.7
qwen4b,8n,fj,decode,192,3,84,3,1496096.7,291732.1
qwen4b,8n,fj,decode,192,3,85,3,1551426.2,237105.2
qwen4b,8n,fj,decode,192,3,86,3,1533818.7,253795.0
qwen4b,8n,fj,decode,192,3,87,3,1549815.7,238166.9
qwen4b,8n,fj,decode,192,3,88,3,1500306.0,287509.8
qwen4b,8n,fj,decode,192,3,89,3,1554646.0,233943.8
qwen4b,8n,fj,decode,192,3,90,3,1515880.5,271964.6
qwen4b,8n,fj,decode,192,3,91,3,1489855.5,297984.1
qwen4b,8n,fj,decode,192,3,92,3,1135944.6,653203.6
qwen4b,8n,fj,decode,192,3,93,3,1544950.3,243795.1
qwen4b,8n,fj,decode,192,3,94,3,1532041.5,255818.6
qwen4b,8n,fj,decode,192,3,95,3,1572350.9,215308.4
qwen4b,8n,fj,decode,192,3,96,4,1491546.7,296176.5
qwen4b,8n,fj,decode,192,3,97,4,1534829.9,253073.1
qwen4b,8n,fj,decode,192,3,98,4,1518150.6,269760.7
qwen4b,8n,fj,decode,192,3,99,4,1583267.2,204766.1
qwen4b,8n,fj,decode,192,3,100,4,1529578.4,258184.0
qwen4b,8n,fj,decode,192,3,101,4,1461844.6,325844.3
qwen4b,8n,fj,decode,192,3,102,4,1523299.9,264732.9
qwen4b,8n,fj,decode,192,3,103,4,1536236.6,251668.5
qwen4b,8n,fj,decode,192,3,104,4,1542007.8,246794.8
qwen4b,8n,fj,decode,192,3,105,4,1555120.2,233748.5
qwen4b,8n,fj,decode,192,3,106,4,1495128.5,292851.2
qwen4b,8n,fj,decode,192,3,107,4,1579656.5,208206.0
qwen4b,8n,fj,decode,192,3,108,4,1496748.3,291355.5
qwen4b,8n,fj,decode,192,3,109,4,1540055.0,247837.0
qwen4b,8n,fj,decode,192,3,110,4,1522820.6,265156.4
qwen4b,8n,fj,decode,192,3,111,4,1564755.5,223275.7
qwen4b,8n,fj,decode,192,3,112,4,1519576.8,268178.1
qwen4b,8n,fj,decode,192,3,113,4,1347530.1,440006.7
qwen4b,8n,fj,decode,192,3,114,4,1592641.3,195656.1
qwen4b,8n,fj,decode,192,3,115,4,1570965.6,217023.2
qwen4b,8n,fj,decode,192,3,116,4,1500008.7,287967.7
qwen4b,8n,fj,decode,192,3,117,4,1543204.2,244626.1
qwen4b,8n,fj,decode,192,3,118,4,1491212.4,296470.5
qwen4b,8n,fj,decode,192,3,119,4,1572605.2,215275.5
qwen4b,8n,fj,decode,192,3,120,5,1128118.6,660973.5
qwen4b,8n,fj,decode,192,3,121,5,1493861.1,294446.8
qwen4b,8n,fj,decode,192,3,122,5,1535675.4,252105.6
qwen4b,8n,fj,decode,192,3,123,5,1569314.6,218591.2
qwen4b,8n,fj,decode,192,3,124,5,1133677.0,655507.5
qwen4b,8n,fj,decode,192,3,125,5,1549023.7,239480.1
qwen4b,8n,fj,decode,192,3,126,5,1578211.9,209970.8
qwen4b,8n,fj,decode,192,3,127,5,1565308.4,222483.2
qwen4b,8n,fj,decode,192,3,128,5,1574063.8,214078.9
qwen4b,8n,fj,decode,192,3,129,5,1456654.8,331229.1
qwen4b,8n,fj,decode,192,3,130,5,1534335.1,253408.6
qwen4b,8n,fj,decode,192,3,131,5,1273366.2,514350.3
qwen4b,8n,fj,decode,192,3,132,5,1128677.4,660486.1
qwen4b,8n,fj,decode,192,3,133,5,1330739.0,456944.6
qwen4b,8n,fj,decode,192,3,134,5,1581908.9,206330.5
qwen4b,8n,fj,decode,192,3,135,5,1156752.5,632340.3
qwen4b,8n,fj,decode,192,3,136,5,1524135.5,264116.6
qwen4b,8n,fj,decode,192,3,137,5,1505972.7,281783.2
qwen4b,8n,fj,decode,192,3,138,5,1463760.5,323931.6
qwen4b,8n,fj,decode,192,3,139,5,1561492.0,226232.3
qwen4b,8n,fj,decode,192,3,140,5,1144269.0,644525.2
qwen4b,8n,fj,decode,192,3,141,5,1586088.4,202254.5
qwen4b,8n,fj,decode,192,3,142,5,1507497.7,280388.1
qwen4b,8n,fj,decode,192,3,143,5,1502092.7,285742.6
qwen4b,8n,fj,decode,192,3,144,6,1349045.7,438892.8
qwen4b,8n,fj,decode,192,3,145,6,1547875.0,240572.5
qwen4b,8n,fj,decode,192,3,146,6,1413624.3,373926.6
qwen4b,8n,fj,decode,192,3,147,6,1493791.0,293763.7
qwen4b,8n,fj,decode,192,3,148,6,1561280.8,226479.7
qwen4b,8n,fj,decode,192,3,149,6,1508250.0,279536.7
qwen4b,8n,fj,decode,192,3,150,6,1486023.9,301624.6
qwen4b,8n,fj,decode,192,3,151,6,1551752.6,236087.5
qwen4b,8n,fj,decode,192,3,152,6,1132417.9,656588.5
qwen4b,8n,fj,decode,192,3,153,6,1582256.8,205818.0
qwen4b,8n,fj,decode,192,3,154,6,1496256.1,290941.8
qwen4b,8n,fj,decode,192,3,155,6,1563820.1,223676.7
qwen4b,8n,fj,decode,192,3,156,6,1258769.7,529365.0
qwen4b,8n,fj,decode,192,3,157,6,1427760.2,359436.1
qwen4b,8n,fj,decode,192,3,158,6,1518829.8,269171.0
qwen4b,8n,fj,decode,192,3,159,6,1571278.3,216401.3
qwen4b,8n,fj,decode,192,3,160,6,1115206.9,674093.2
qwen4b,8n,fj,decode,192,3,161,6,1524140.5,263994.7
qwen4b,8n,fj,decode,192,3,162,6,1388643.0,398876.6
qwen4b,8n,fj,decode,192,3,163,6,1483015.2,304712.6
qwen4b,8n,fj,decode,192,3,164,6,1130964.5,658240.8
qwen4b,8n,fj,decode,192,3,165,6,1512691.2,275318.7
qwen4b,8n,fj,decode,192,3,166,6,1291712.5,495737.2
qwen4b,8n,fj,decode,192,3,167,6,1558364.0,229578.2
qwen4b,8n,fj,decode,192,3,168,7,1503792.0,284112.4
qwen4b,8n,fj,decode,192,3,169,7,1576066.1,212091.2
qwen4b,8n,fj,decode,192,3,170,7,1520366.5,267748.0
qwen4b,8n,fj,decode,192,3,171,7,1421873.6,366624.1
qwen4b,8n,fj,decode,192,3,172,7,1059213.2,729888.7
qwen4b,8n,fj,decode,192,3,173,7,1382129.4,406559.8
qwen4b,8n,fj,decode,192,3,174,7,1358691.6,429591.2
qwen4b,8n,fj,decode,192,3,175,7,1419923.4,368350.6
qwen4b,8n,fj,decode,192,3,176,7,1386953.9,401582.7
qwen4b,8n,fj,decode,192,3,177,7,1144771.3,643136.9
qwen4b,8n,fj,decode,192,3,178,7,1151392.2,636308.5
qwen4b,8n,fj,decode,192,3,179,7,1055143.0,733890.8
qwen4b,8n,fj,decode,192,3,180,7,1353396.9,434693.6
qwen4b,8n,fj,decode,192,3,181,7,1426817.1,361370.1
qwen4b,8n,fj,decode,192,3,182,7,1367372.0,420754.1
qwen4b,8n,fj,decode,192,3,183,7,826374.2,962674.1
qwen4b,8n,fj,decode,192,3,184,7,1172077.8,616324.5
qwen4b,8n,fj,decode,192,3,185,7,1194329.5,593987.0
qwen4b,8n,fj,decode,192,3,186,7,922226.1,866151.2
qwen4b,8n,fj,decode,192,3,187,7,868217.0,920014.9
qwen4b,8n,fj,decode,192,3,188,7,831983.6,956268.3
qwen4b,8n,fj,decode,192,3,189,7,709358.9,1078731.7
qwen4b,8n,fj,decode,192,3,190,7,856090.7,933557.9
qwen4b,8n,fj,decode,192,3,191,7,464727.9,1324713.0
qwen4b,8n,fj,decode,192,1,0,0,1179077.8,582720.2
qwen4b,8n,fj,decode,192,1,1,0,1243887.1,517917.7
qwen4b,8n,fj,decode,192,1,2,0,1387608.8,372944.7
qwen4b,8n,fj,decode,192,1,3,0,1158909.2,602788.4
qwen4b,8n,fj,decode,192,1,4,0,1173623.9,588071.4
qwen4b,8n,fj,decode,192,1,5,0,1496668.2,264206.2
qwen4b,8n,fj,decode,192,1,6,0,1181979.7,579625.1
qwen4b,8n,fj,decode,192,1,7,0,1308046.0,453139.8
qwen4b,8n,fj,decode,192,1,8,0,1287640.7,473127.5
qwen4b,8n,fj,decode,192,1,9,0,1228934.2,532603.6
qwen4b,8n,fj,decode,192,1,10,0,1483499.6,277036.7
qwen4b,8n,fj,decode,192,1,11,0,1401157.2,359231.3
qwen4b,8n,fj,decode,192,1,12,0,1500254.2,260078.8
qwen4b,8n,fj,decode,192,1,13,0,1517451.0,242663.1
qwen4b,8n,fj,decode,192,1,14,0,1511966.8,247977.1
qwen4b,8n,fj,decode,192,1,15,0,1459729.6,300156.7
qwen4b,8n,fj,decode,192,1,16,0,1507117.9,253430.8
qwen4b,8n,fj,decode,192,1,17,0,1544052.6,216763.8
qwen4b,8n,fj,decode,192,1,18,0,1540541.8,220284.8
qwen4b,8n,fj,decode,192,1,19,0,1456954.1,302781.2
qwen4b,8n,fj,decode,192,1,20,0,1422477.2,337385.8
qwen4b,8n,fj,decode,192,1,21,0,1389422.3,371083.0
qwen4b,8n,fj,decode,192,1,22,0,1521892.7,238595.9
qwen4b,8n,fj,decode,192,1,23,0,1489753.6,270987.6
qwen4b,8n,fj,decode,192,1,24,1,1399978.9,360276.9
qwen4b,8n,fj,decode,192,1,25,1,1438304.0,321585.8
qwen4b,8n,fj,decode,192,1,26,1,1388684.0,372002.6
qwen4b,8n,fj,decode,192,1,27,1,1431200.8,328754.6
qwen4b,8n,fj,decode,192,1,28,1,1517768.0,242808.7
qwen4b,8n,fj,decode,192,1,29,1,1439534.6,320379.3
qwen4b,8n,fj,decode,192,1,30,1,1491219.3,269371.1
qwen4b,8n,fj,decode,192,1,31,1,1535216.2,225141.9
qwen4b,8n,fj,decode,192,1,32,1,1415974.1,344124.5
qwen4b,8n,fj,decode,192,1,33,1,1538442.0,222407.6
qwen4b,8n,fj,decode,192,1,34,1,1528560.1,231984.1
qwen4b,8n,fj,decode,192,1,35,1,1471953.9,288309.1
qwen4b,8n,fj,decode,192,1,36,1,1381262.5,379341.4
qwen4b,8n,fj,decode,192,1,37,1,1517798.9,242865.1
qwen4b,8n,fj,decode,192,1,38,1,1387360.5,372593.3
qwen4b,8n,fj,decode,192,1,39,1,1502261.2,257730.2
qwen4b,8n,fj,decode,192,1,40,1,1525664.8,234294.8
qwen4b,8n,fj,decode,192,1,41,1,1541189.4,219101.0
qwen4b,8n,fj,decode,192,1,42,1,1413411.6,346292.8
qwen4b,8n,fj,decode,192,1,43,1,1517428.2,243529.2
qwen4b,8n,fj,decode,192,1,44,1,1385431.8,375597.7
qwen4b,8n,fj,decode,192,1,45,1,1412801.5,346993.4
qwen4b,8n,fj,decode,192,1,46,1,1524825.2,236075.4
qwen4b,8n,fj,decode,192,1,47,1,1483624.0,276752.3
qwen4b,8n,fj,decode,192,1,48,2,1407927.7,352221.2
qwen4b,8n,fj,decode,192,1,49,2,1233245.9,528000.7
qwen4b,8n,fj,decode,192,1,50,2,1396815.5,363225.9
qwen4b,8n,fj,decode,192,1,51,2,1547736.5,212518.5
qwen4b,8n,fj,decode,192,1,52,2,1172242.1,589048.1
qwen4b,8n,fj,decode,192,1,53,2,1478730.5,281006.6
qwen4b,8n,fj,decode,192,1,54,2,1385983.1,374351.8
qwen4b,8n,fj,decode,192,1,55,2,1522828.4,237627.5
qwen4b,8n,fj,decode,192,1,56,2,1489627.0,270395.2
qwen4b,8n,fj,decode,192,1,57,2,1474886.3,285294.7
qwen4b,8n,fj,decode,192,1,58,2,1535171.5,225692.9
qwen4b,8n,fj,decode,192,1,59,2,1515481.8,244950.6
qwen4b,8n,fj,decode,192,1,60,2,1536179.2,224729.0
qwen4b,8n,fj,decode,192,1,61,2,1414982.0,344766.2
qwen4b,8n,fj,decode,192,1,62,2,1508327.1,252686.1
qwen4b,8n,fj,decode,192,1,63,2,1384237.7,376015.5
qwen4b,8n,fj,decode,192,1,64,2,1542900.5,217745.3
qwen4b,8n,fj,decode,192,1,65,2,1474972.7,285018.4
qwen4b,8n,fj,decode,192,1,66,2,1513558.8,247150.4
qwen4b,8n,fj,decode,192,1,67,2,1518749.2,241226.2
qwen4b,8n,fj,decode,192,1,68,2,1184789.3,576496.3
qwen4b,8n,fj,decode,192,1,69,2,1468422.5,291443.0
qwen4b,8n,fj,decode,192,1,70,2,1511183.2,250022.2
qwen4b,8n,fj,decode,192,1,71,2,1514296.4,245857.2
qwen4b,8n,fj,decode,192,1,72,3,1479414.2,281107.5
qwen4b,8n,fj,decode,192,1,73,3,1483605.6,276304.8
qwen4b,8n,fj,decode,192,1,74,3,1512291.1,248871.2
qwen4b,8n,fj,decode,192,1,75,3,1540385.7,220299.7
qwen4b,8n,fj,decode,192,1,76,3,1415149.1,344689.0
qwen4b,8n,fj,decode,192,1,77,3,1412903.1,346962.9
qwen4b,8n,fj,decode,192,1,78,3,1515589.2,245307.4
qwen4b,8n,fj,decode,192,1,79,3,1489381.5,271006.3
qwen4b,8n,fj,decode,192,1,80,3,1163983.1,597173.5
qwen4b,8n,fj,decode,192,1,81,3,1415624.2,343989.3
qwen4b,8n,fj,decode,192,1,82,3,1519418.0,241545.1
qwen4b,8n,fj,decode,192,1,83,3,1522837.4,237224.6
qwen4b,8n,fj,decode,192,1,84,3,1378895.0,381396.4
qwen4b,8n,fj,decode,192,1,85,3,1508167.1,252187.3
qwen4b,8n,fj,decode,192,1,86,3,1517241.8,243426.1
qwen4b,8n,fj,decode,192,1,87,3,1518146.9,242309.5
qwen4b,8n,fj,decode,192,1,88,3,1525240.7,235783.4
qwen4b,8n,fj,decode,192,1,89,3,1435700.4,324326.9
qwen4b,8n,fj,decode,192,1,90,3,1535734.3,225343.1
qwen4b,8n,fj,decode,192,1,91,3,1522259.9,238303.9
qwen4b,8n,fj,decode,192,1,92,3,1542358.9,218661.4
qwen4b,8n,fj,decode,192,1,93,3,1430857.5,328926.8
qwen4b,8n,fj,decode,192,1,94,3,1513559.8,247314.3
qwen4b,8n,fj,decode,192,1,95,3,1506890.3,253445.7
qwen4b,8n,fj,decode,192,1,96,4,1170833.4,590370.2
qwen4b,8n,fj,decode,192,1,97,4,1379217.5,381032.1
qwen4b,8n,fj,decode,192,1,98,4,1526712.0,233585.3
qwen4b,8n,fj,decode,192,1,99,4,1540049.9,220759.2
qwen4b,8n,fj,decode,192,1,100,4,1439485.5,320794.2
qwen4b,8n,fj,decode,192,1,101,4,1545375.7,215491.7
qwen4b,8n,fj,decode,192,1,102,4,1526540.7,233489.3
qwen4b,8n,fj,decode,192,1,103,4,1423293.2,336346.3
qwen4b,8n,fj,decode,192,1,104,4,1456805.0,302856.4
qwen4b,8n,fj,decode,192,1,105,4,1384793.1,375443.8
qwen4b,8n,fj,decode,192,1,106,4,1530499.5,229905.5
qwen4b,8n,fj,decode,192,1,107,4,1444258.7,315481.8
qwen4b,8n,fj,decode,192,1,108,4,1159685.2,601411.0
qwen4b,8n,fj,decode,192,1,109,4,1518048.2,242730.5
qwen4b,8n,fj,decode,192,1,110,4,1390569.8,369648.1
qwen4b,8n,fj,decode,192,1,111,4,1535149.9,225278.3
qwen4b,8n,fj,decode,192,1,112,4,1186820.1,574410.2
qwen4b,8n,fj,decode,192,1,113,4,1523560.3,237191.0
qwen4b,8n,fj,decode,192,1,114,4,1513941.1,246384.6
qwen4b,8n,fj,decode,192,1,115,4,1473174.5,287179.6
qwen4b,8n,fj,decode,192,1,116,4,1423036.0,337686.2
qwen4b,8n,fj,decode,192,1,117,4,1512167.4,248985.7
qwen4b,8n,fj,decode,192,1,118,4,1507558.1,252582.7
qwen4b,8n,fj,decode,192,1,119,4,1477519.8,282710.8
qwen4b,8n,fj,decode,192,1,120,5,1161055.4,600420.9
qwen4b,8n,fj,decode,192,1,121,5,1425398.3,334445.2
qwen4b,8n,fj,decode,192,1,122,5,1503275.8,256765.8
qwen4b,8n,fj,decode,192,1,123,5,1466094.3,294040.9
qwen4b,8n,fj,decode,192,1,124,5,1403413.3,356840.1
qwen4b,8n,fj,decode,192,1,125,5,1507348.9,253583.3
qwen4b,8n,fj,decode,192,1,126,5,1423983.0,336127.0
qwen4b,8n,fj,decode,192,1,127,5,1533685.3,226462.3
qwen4b,8n,fj,decode,192,1,128,5,1172402.6,588969.0
qwen4b,8n,fj,decode,192,1,129,5,1508248.8,252352.2
qwen4b,8n,fj,decode,192,1,130,5,1516742.8,243396.2
qwen4b,8n,fj,decode,192,1,131,5,1471475.5,288561.5
qwen4b,8n,fj,decode,192,1,132,5,1430576.7,329873.3
qwen4b,8n,fj,decode,192,1,133,5,1384474.4,375764.5
qwen4b,8n,fj,decode,192,1,134,5,1512357.7,248565.5
qwen4b,8n,fj,decode,192,1,135,5,1476360.7,284033.2
qwen4b,8n,fj,decode,192,1,136,5,1462661.8,297734.8
qwen4b,8n,fj,decode,192,1,137,5,1516644.2,244676.0
qwen4b,8n,fj,decode,192,1,138,5,1513971.7,246516.1
qwen4b,8n,fj,decode,192,1,139,5,1477674.2,283268.8
qwen4b,8n,fj,decode,192,1,140,5,1486173.1,274781.7
qwen4b,8n,fj,decode,192,1,141,5,1389388.2,370649.2
qwen4b,8n,fj,decode,192,1,142,5,1506850.2,253824.5
qwen4b,8n,fj,decode,192,1,143,5,1532214.4,228278.0
qwen4b,8n,fj,decode,192,1,144,6,1407878.3,352429.6
qwen4b,8n,fj,decode,192,1,145,6,1491979.6,268174.3
qwen4b,8n,fj,decode,192,1,146,6,1504505.0,255987.8
qwen4b,8n,fj,decode,192,1,147,6,1351755.0,408974.6
qwen4b,8n,fj,decode,192,1,148,6,1177974.2,583310.1
qwen4b,8n,fj,decode,192,1,149,6,1403618.6,356647.6
qwen4b,8n,fj,decode,192,1,150,6,1396415.1,363853.1
qwen4b,8n,fj,decode,192,1,151,6,1413954.3,345753.6
qwen4b,8n,fj,decode,192,1,152,6,1278088.5,482159.9
qwen4b,8n,fj,decode,192,1,153,6,1509196.7,250693.9
qwen4b,8n,fj,decode,192,1,154,6,1511274.2,248605.0
qwen4b,8n,fj,decode,192,1,155,6,1468524.4,291403.1
